"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19"
"1",1.05265290822826,1.04945670824375,1.1205723684679,1.10328212294337,1.11831489998667,1.10807822971922,1.14078661928023,1.14043119057338,1.1252746969915,1.12187963961435,1.16120207408631,1.19785902395268,1.19864241371236,1.24270804694106,1.24345184845421,1.23808472906684,1.29981160431826,1.29023061091143,1.25409580822303
"2",1.10074215127768,1.09963567427854,1.10798510562847,1.09826440872592,1.11010495200425,1.11611420183702,1.1267047081933,1.15392484804054,1.14201764745527,1.13170106764105,1.14433645232242,1.13442731678378,1.15317262785209,1.16514332290668,1.17262147720067,1.19039506704611,1.19159188421201,1.21879132294605,1.22840462705583
"3",1.1354128492522,1.13540021899782,1.13905391596862,1.14276838866986,1.14311751944045,1.13839041422521,1.1295525452366,1.15593893389971,1.16548113901771,1.14778771284578,1.14924297937536,1.13552003047361,1.15304765702577,1.15491144704009,1.15697525516478,1.1694364758862,1.18955017572346,1.17192343753093,1.16863875237308
"4",1.11033784522484,1.11047214746196,1.1170376400063,1.12571132936689,1.13445453686321,1.12601225814557,1.13063146993026,1.13757099796378,1.15046363915531,1.14679603377398,1.1422807805207,1.14992213939404,1.15090591542656,1.15746396384471,1.16353125791132,1.15900954873709,1.16624712254597,1.16760921552537,1.15855189393967
"5",1.02523062425466,1.02521416185981,1.0446457255293,1.06723196638082,1.08464491756849,1.09713720497171,1.11493029785153,1.1037310174568,1.12064691334738,1.13353835966421,1.1319515717724,1.14247455314217,1.13898351024865,1.11263184609196,1.13213054931097,1.1317192436089,1.14487944900297,1.16777759954967,1.17004100139573
"6",1.02583792840567,1.02570305726333,1.02813159409923,1.04228231978208,1.05387633861358,1.06739517082085,1.08008274809173,1.09416730627157,1.10251310913783,1.0919904412578,1.07556076827227,1.08831869138395,1.0819369719565,1.10281752226428,1.11477111266444,1.11825346204385,1.12125481262167,1.13458991683996,1.14507583212279
"7",0.9165601427602,0.916379676004055,0.946953891789686,0.947523238063783,0.97031940650494,0.991732906807914,1.00235977054513,1.0301441087904,1.04375059914974,1.03516042717282,1.03806103185455,1.0375452433395,1.06086729950699,1.07038452460273,1.09364506678303,1.10931541890632,1.10001090102174,1.09794801697611,1.11458114464876
"8",1.06352497750981,1.06337764568958,1.04783698073787,1.03612806495477,1.01396252239121,1.01783749742974,1.01639967429916,1.03115590708872,1.03116443160141,1.06194023257903,1.06289167199579,1.0573573770045,1.06706997769583,1.05862186534348,1.07663955748582,1.08602548820714,1.09223604043858,1.11766300327317,1.12251482152901
"9",1.02695319003963,1.02687694320414,1.02860821931279,1.03068202861113,1.03482797398044,1.0367489828928,1.0345948942164,1.0339724269028,1.03587713192648,1.04885064611782,1.05727341437428,1.07449017565886,1.07206146297016,1.07317679514991,1.07464711757918,1.07126634536711,1.08138147829321,1.09308571384672,1.10002264344918
"10",1.06436645706871,1.06418017567418,1.0470100302482,1.04388839235759,1.04946641708059,1.03703961081084,1.03857017632038,1.02468697324519,1.02980338921863,1.00699981053355,1.01868800990945,1.02557746842482,1.02985087178479,1.03896944773788,1.03242929814126,1.04226356934358,1.04746347034457,1.05627299902845,1.05891465844946
"11",1.02807087927387,1.02791552987186,1.02897494300967,1.01863400876216,1.01936519513692,1.02821195430666,1.01312978516386,1.01316768129685,1.01989959583763,1.02649348782942,1.04172112626648,1.03689942851487,1.04112423464202,1.04740829317261,1.05032449570403,1.05742771065784,1.04403483318135,1.02948160881663,1.03099946275956
"12",1.07745305397294,1.07730012776006,1.05389883537364,1.03015434528116,1.02102599813467,1.02405385098867,0.999938827530499,1.00767001997295,1.00900892906097,1.02129141156368,1.03048486896564,1.0360588158407,1.04742114597916,1.05851294746749,1.04990298273352,1.05270462617995,1.03295659114129,1.04788039985508,1.05717241385895
"13",1.0531739719389,1.05307230463515,1.05427655048955,1.03274130851693,1.02385169089007,1.01452665087585,1.02061648137815,1.02170905485458,1.0240410114838,1.02047893154908,1.02415100841577,1.02510357108046,1.01210144929287,1.00875403091924,1.01815627005283,1.0302197063273,1.04231245920184,1.02176272043453,1.02824055376604
"14",1.10117765756899,1.101344201369,1.0886465095363,1.09645371367629,1.08387319227432,1.05569774584099,1.0649655999063,1.04777269842093,1.04309640907887,1.04536778437637,1.04147410025575,1.0329294266952,1.03374443770475,1.04041803875266,1.0373117886945,1.02133893717626,1.02775355446042,1.04145074460991,1.04223427369069
"15",1.11253262254293,1.11278352797626,1.11593726944055,1.11314884519709,1.10458666097238,1.08872255489331,1.09298989593422,1.08550332184162,1.056752273823,1.04683436648943,1.04501609033857,1.03282596443199,1.03562618757622,1.03778392413242,1.04424346143527,1.00993645369725,1.0147504352064,1.02507922366971,1.01893323170949
"16",1.11231275443571,1.1124558023203,1.10311497224447,1.11860243036867,1.11410059700819,1.111514381658,1.11342397037666,1.1115200724121,1.09419741631538,1.0848469807009,1.07589530622892,1.07801525118327,1.06933428009499,1.06546437689191,1.04962813817744,1.04825958012993,1.04678829340509,1.04652870876175,1.03154342081455
"17",1.08722172241315,1.08741185388957,1.09686119756679,1.09297445324133,1.09160636484979,1.10337151076122,1.10581351131933,1.10668867385614,1.10095747771871,1.10656779167954,1.10347004618089,1.10639823255425,1.09414450492771,1.08203411634921,1.06691372562586,1.06793963031072,1.06559930268615,1.07159739592859,1.06828994953648
"18",1.08636344593996,1.08661804181043,1.09291226607641,1.10584888082635,1.11744518721897,1.11920611366262,1.11678097764485,1.11478727796902,1.11910171681408,1.12006172077892,1.11597147882852,1.11444782872232,1.11323657820748,1.0874429183663,1.0693895150805,1.07438975142792,1.07211027204478,1.06280161911063,1.05262844614781
"19",1.08529250405714,1.0856167989235,1.09803577635177,1.1045329706726,1.11627469762862,1.12248638699167,1.12085196411465,1.1192163168832,1.11160257166494,1.11092268535456,1.11871267293751,1.11486187451045,1.11691153365149,1.09998867229397,1.10898251377604,1.11524482171029,1.1002938204409,1.09843657004854,1.09503394012849
"20",1.09619004706799,1.09659020536851,1.08902889671098,1.09852495510194,1.10190353040623,1.09936648672574,1.09853331011009,1.10258160639496,1.11395425198818,1.1131934973384,1.10820941776033,1.10354748927745,1.11422296779596,1.11402176880746,1.11711410644535,1.1101144523862,1.08634479053802,1.07808843247842,1.05529677820971
"21",1.08230506892996,1.08281742346563,1.08282050544444,1.087724040795,1.07683785448714,1.07312229254083,1.08794323886618,1.09429124718872,1.10292103841456,1.10754990987992,1.10682388326865,1.10531646236683,1.11147766360493,1.12311102851696,1.13006024964107,1.1271730656215,1.13050708898038,1.12036335413131,1.11995941147113
"22",1.0203979551037,1.02081705360151,1.02871844802939,1.04393462083407,1.05588486133061,1.06664422231017,1.06390020834784,1.06358936952624,1.07315018233536,1.08354184817198,1.08330838064447,1.06809379113954,1.07086004103084,1.07820915357216,1.09237722995398,1.10403783412639,1.1225831187126,1.11479218209307,1.11866449743841
"23",1.05798360670682,1.05790889728612,1.05802478850307,1.06253744739786,1.04085068075751,1.05540239234482,1.05175171170316,1.04080136809697,1.05864527747093,1.0655796075457,1.05647891486648,1.06459371719577,1.05374835916406,1.06782132405523,1.07997420783692,1.08206249950371,1.09818796368125,1.09759021091859,1.11606685671593
"24",1.07056532300243,1.0704471307976,1.06782052587111,1.0674849556778,1.04427020823696,1.03379803296683,1.03196798462704,1.03461329231099,1.04721212164132,1.0497911715892,1.05219264174223,1.06920346057983,1.06657549982871,1.07182756986349,1.06849680804369,1.07170069893544,1.07991320731109,1.08885508823276,1.09499381805221
